fact_check_timestamp,meme_post_url,disclaimer_url,original_misinformation_post_url,is_original_tweet_community_noted,fact_check_article_url,misinformation_user_username,user_id,user_followers_count,is_user_blue_verified,original_misinformation_post_date,time_difference_hours,meme_upload_url,meme_image_url,disclaimer_text,views_meme_post,views_disclaimer_post,likes_meme_post,likes_disclaimer_post,misinformation_post_deleted_by_user,x_post_tone,x_post_ai_gen_disclosure
2024-10-25 15:24:32.731792,https://x.com/Meme__Fact/status/1849819335562309974,https://x.com/Meme__Fact/status/1849819337000972339,https://x.com/chude__/status/1834156372386066608,False,https://fullfact.org/health/microwaves-safe/,Chudé,9.1057237241095E+017,340731,True,Thu Sep 12 09:05:30 +0000 2024,1037,https://i.imgflip.com/97wscs.jpg,https://i.imgflip.com/5v6gwj.jpg,"@chude__ Hold up! The original post's claim caught our fact-checker's attention!
Want the full story? Check it out here: https://t.co/OFB0L4CFmR",26,25,0,0,no,humorous,no_ai
2024-10-25 15:27:45.320846,https://x.com/Meme__Fact/status/1849820142923923620,https://x.com/Meme__Fact/status/1849820144312218091,https://x.com/amuse/status/1847709972441817439,False,https://www.politifact.com/factchecks/2024/oct/23/tweets/social-media-posts-mislead-about-michigan-voter-ro/,@amuse,4239551,445913,True,Sat Oct 19 18:42:40 +0000 2024,139,https://i.imgflip.com/97wss2.jpg,https://i.imgflip.com/1otk96.jpg,"@amuse Plot twist! The post the AI-generated meme is replying to? It's been fact-checked!
Spoiler alert: The verdict appears to be False. Don't just take our meme's word for it, though.
For the full scoop, check out: https://t.co/cDbsU0QjgH",20,20,0,0,no,humorous,ai
2024-10-25 15:46:18.811139,https://x.com/Meme__Fact/status/1849824813445009892,https://x.com/Meme__Fact/status/1849824815076512132,https://x.com/nicksortor/status/1841543249644695884,False,https://www.factcheck.org/2024/10/posts-misrepresent-federal-response-funding-for-hurricane-helene-victims/,Nick Sortor,2162812627,580342,True,Wed Oct 02 18:18:19 +0000 2024,548,https://i.imgflip.com/97wvrw.jpg,https://i.imgflip.com/1iruch.jpg,"@nicksortor Fact-Check Context:
  1. This meme fact-checks the original post's claim.
  2. Full fact-check article source: https://t.co/fgzBPvOiGh",22,20,0,0,no,factual,no_ai
2024-10-28 16:41:54.535801,https://x.com/Meme__Fact/status/1850941066029224296,https://x.com/Meme__Fact/status/1850941068495528427,https://x.com/itsmarlamaples/status/1843395837847842934,False,https://www.factcheck.org/2024/10/conservative-influencers-misrepresent-routine-revision-to-defense-department-policy/,marla maples,206998507,53104,True,Mon Oct 07 20:59:51 +0000 2024,499,https://i.imgflip.com/986rgv.jpg,https://i.imgflip.com/26jxvz.jpg,"@itsmarlamaples Fact-Check Context:
  1. This AI-generated meme fact-checks the original post's claim.
  2. Full fact-check article source: https://t.co/E4zi9IcmC4",14,15,0,,no,factual,ai
2024-10-29 16:39:45.106347,https://x.com/Meme__Fact/status/1851302911424544816,https://x.com/Meme__Fact/status/1851302913416847744,https://x.com/jackunheard/status/1848931111147036830,False,https://www.politifact.com/factchecks/2024/oct/28/tweets/claims-that-the-harris-campaign-paid-lizzo-23-mill/,Jack,1.73177335391504E+018,63414,True,Wed Oct 23 03:35:03 +0000 2024,157,https://i.imgflip.com/98b7fk.jpg,https://i.imgflip.com/3qqcim.png,"@jackunheard Fact-Check Context:
  1. This AI-generated meme fact-checks the original post's claim.
  2. The claim appears to be: False.
  3. Full fact-check article source: https://t.co/xG9m5lDMWn",8,8,0,0,no,factual,ai
2024-10-29 16:43:01.869662,https://x.com/Meme__Fact/status/1851303736922284064,https://x.com/Meme__Fact/status/1851303738990113182,https://x.com/JackPosobiec/status/1841829598117400748,False,https://www.factcheck.org/2024/10/social-media-posts-misrepresent-airspace-restrictions-after-hurricane-helene/,Jack Poso 🇺🇸,592730371,2806853,True,Thu Oct 03 13:16:10 +0000 2024,627,https://i.imgflip.com/98b878.jpg,https://i.imgflip.com/u0pf0.jpg,"@JackPosobiec Hold up! The original post's claim caught our fact-checker's attention!
Want the full story? Check it out here: https://t.co/Rm8BE6WVbV",9,9,0,0,no,humorous,no_ai
2024-10-29 16:44:59.473876,https://x.com/Meme__Fact/status/1851304230231163320,https://x.com/Meme__Fact/status/1851304232076656698,https://x.com/arva61138/status/1845629871059525967,True,https://fullfact.org/online/barack-obama-chant-joe-biden-altered-audio/,Blondelady2024,1.74814437925922E+018,21586,True,Mon Oct 14 00:57:06 +0000 2024,375,https://i.imgflip.com/98b8le.jpg,https://i.imgflip.com/3pnmg.jpg,"@arva61138 Hold up! The original post's claim caught our fact-checker's attention!
Want the full story? Check it out here: https://t.co/luAWliTPhK",13,12,0,0,no,humorous,no_ai
2024-10-29 16:56:43.805874,https://x.com/Meme__Fact/status/1851307184950239459,https://x.com/Meme__Fact/status/1851307186854519132,https://x.com/AndreaTantaros/status/1834298556355580081,False,https://www.factcheck.org/2024/10/unfounded-claims-target-springfield-officials-haitian-immigrants/,Andrea Tantaros,36452050,384476,True,Thu Sep 12 18:30:30 +0000 2024,1126,https://i.imgflip.com/98bag5.jpg,https://i.imgflip.com/u0pf0.jpg,"@AndreaTantaros Fact-Check Context:
  1. This AI-generated meme fact-checks the original post's claim.
  2. Full fact-check article source: https://t.co/Vv2uI4pBal",10,9,0,0,no,factual,ai
2024-10-30 16:53:04.108980,https://x.com/Meme__Fact/status/1851668650983411802,https://x.com/Meme__Fact/status/1851668652778574249,https://x.com/Sassafrass_84/status/1848489883603767516,True,https://www.politifact.com/factchecks/2024/oct/29/tweets/claims-about-180000-amish-registered-voters-in-lan/,Sassafrass84,1.43201411993116E+018,343715,True,Mon Oct 21 22:21:46 +0000 2024,210,https://i.imgflip.com/98fmps.jpg,https://i.imgflip.com/1o00in.jpg,"@Sassafrass_84 @ScottPresler Fact-Check Context:
  1. This AI-generated meme fact-checks the original post's claim.
  2. The claim appears to be: False.
  3. Full fact-check article source: https://t.co/LtOBzp2EZE",6,6,0,0,no,factual,ai
2024-10-30 16:57:09.258110,https://x.com/Meme__Fact/status/1851669679216984279,https://x.com/Meme__Fact/status/1851669680999587873,https://x.com/StivaliRyder/status/1850551724064252322,False,https://www.politifact.com/factchecks/2024/oct/29/tweets/no-new-yorkers-didnt-erect-an-anti-trump-sign-outs/,Stivali Ryder 🌊🇺🇲🌻🇺🇦♀️ 🌈 #BlueCrew,1.49743788541865E+018,9184,False,Sun Oct 27 14:54:47 +0000 2024,74,https://i.imgflip.com/98fne9.jpg,https://i.imgflip.com/46e43q.png,"@StivaliRyder Plot twist! The post the meme is replying to? It's been fact-checked!
Spoiler alert: The verdict appears to be False. Don't just take our meme's word for it, though.
For the full scoop, check out: https://t.co/AMxEQD0g6v",10,9,0,0,no,humorous,no_ai
2024-10-30 16:59:43.634173,https://x.com/Meme__Fact/status/1851670326695936001,https://x.com/Meme__Fact/status/1851670328503599462,https://x.com/Sniper64286433/status/1850562652399161737,True,https://www.politifact.com/factchecks/2024/oct/28/tweets/photo-shows-obamas-2011-ireland-crowd-not-trumps-i/,🇺🇸SNIPER🇺🇸🍊,8.90630951100793E+017,27070,False,Sun Oct 27 15:38:12 +0000 2024,73,https://i.imgflip.com/98fnsa.jpg,https://i.imgflip.com/4pn1an.png,"@Sniper64286433 Plot twist! The post the AI-generated meme is replying to? It's been fact-checked!
Spoiler alert: The verdict appears to be False. Don't just take our meme's word for it, though.
For the full scoop, check out: https://t.co/vUeLwXOlZN",10,9,0,0,no,humorous,ai
2024-10-31 16:04:00.647373,https://x.com/Meme__Fact/status/1852018693632405729,https://x.com/Meme__Fact/status/1852018695440081229,https://x.com/ZAINABALI_72/status/1841182994595565706,True,https://www.politifact.com/factchecks/2024/oct/03/tweets/no-this-video-does-not-show-iran-missile-attack/,ZAINABZEHRA🇮🇷🇱🇧🇾🇪🇵🇸,1.24752523040422E+018,79593,False,Tue Oct 01 18:26:48 +0000 2024,717,https://i.imgflip.com/98jwnr.jpg,https://i.imgflip.com/1nck6k.jpg,"@ZAINABALI_72 Fact-Check Context:
  1. This meme fact-checks the original post's claim.
  2. The claim appears to be: Completely False and Absurd.
  3. Full fact-check article source: https://t.co/QOkyQrLDWp",7,6,0,0,yes,factual,no_ai
2024-10-31 16:12:04.324743,https://x.com/Meme__Fact/status/1852020722056495396,https://x.com/Meme__Fact/status/1852020723788743094,https://x.com/DrLoupis/status/1845522968211767341,True,https://fullfact.org/online/idf-herzi-halevi-death-rumours/,Dr. Anastasia Maria Loupis,1.44623105725943E+018,1386255,True,Sun Oct 13 17:52:18 +0000 2024,430,https://i.imgflip.com/98jydx.jpg,https://i.imgflip.com/1wz1x.jpg,"@DrLoupis Hold up! The original post's claim caught our fact-checker's attention!
Want the full story? Check it out here: https://t.co/e1dptvdBe5",6,6,0,0,no,humorous,no_ai
2024-10-31 16:14:17.798738,https://x.com/Meme__Fact/status/1852021282482643302,https://x.com/Meme__Fact/status/1852021284009386269,https://x.com/jackunheard/status/1841549601188483269,True,https://www.politifact.com/factchecks/2024/oct/03/tweets/harris-speech-on-abortion-was-likely-ai-generated/,Jack,1.73177335391504E+018,65468,True,Wed Oct 02 18:43:33 +0000 2024,693,https://i.imgflip.com/98jysc.jpg,https://i.imgflip.com/9ehk.jpg,"@jackunheard Plot twist! The post the meme is replying to? It's been fact-checked!
Spoiler alert: The verdict appears to be Completely False and Absurd. Don't just take our meme's word for it, though.
For the full scoop, check out: https://t.co/pCd73BGFoS",13,11,0,0,no,humorous,no_ai
2024-10-31 16:25:46.859404,https://x.com/Meme__Fact/status/1852024172001583454,https://x.com/Meme__Fact/status/1852024173788356633,https://x.com/mattwallace888/status/1840473160124117289,True,https://www.politifact.com/factchecks/2024/oct/01/tweets/georgia-fire-took-place-at-pool-and-spa-product-ma/,Matt Wallace,8.05532293951607E+017,2216545,True,Sun Sep 29 19:26:10 +0000 2024,764,https://i.imgflip.com/98k07n.jpg,https://i.imgflip.com/grr.jpg,"@MattWallace888 @Kernel355650 Fact-Check Context:
  1. This AI-generated meme fact-checks the original post's claim.
  2. The claim appears to be: False.
  3. Full fact-check article source: https://t.co/yBWYIKmYUN",10,9,0,0,no,factual,ai
2024-11-01 16:56:47.140271,https://x.com/Meme__Fact/status/1852394362547626075,https://x.com/Meme__Fact/status/1852394364384715243,https://x.com/TheCoachJacob/status/1850906190244413512,True,https://fullfact.org/online/photo-drinkers-brain-ancient-human-brain/,Coach Jacob,1.50405045689243E+018,20218,True,Mon Oct 28 14:23:18 +0000 2024,98,https://i.imgflip.com/98nwka.jpg,https://i.imgflip.com/1bhw.jpg,"@TheCoachJacob Fact-Check Context:
  1. This AI-generated meme fact-checks the original post's claim.
  2. Full fact-check article source: https://t.co/h8JHAiKNqz",12,12,0,0,no,factual,ai
